Fandom,Link,Title,Description
Mass Effect,https://www.fanfiction.net/s/8595612/1/,I should go,Aethyta decides to spend some time onboard the Normandy with her daughter. Can Jane survive an entire month of her father-in-law's dirty mouth? Will Liara die of embarrasement?
Mass Effect,http://archiveofourown.org/works/3430499/chapters/7517771,If : A Long Day's Journey Into Night,"The Reapers have attacked Earth and Ashley is doubting her once again. It seems like they've danced this one once or twice before. Still, having Ashley back aboard the Normandy gives Commander Kennedy Shepard a chance to try to rebuild their relationship even as the galaxy falls to pieces around them."
Mass Effect,http://archiveofourown.org/works/3815092,If : Ain't No Party Like a Citadel Party,"The war is coming to a swift end, the signs are all around. After a failure on Thessia, the only thing left to do is hit Cerberus and then retake Earth.

Well, only after throwing a killer party, that is. Commander Kennedy Shepard makes it her mission at this party to get all of her friends laid one last time before the end of the world."
Mass Effect,http://archiveofourown.org/works/3072680,If : Sunrise,"Commanding the most advanced ship in the galaxy? Battling impossible odds? Saving the galaxy almost single handed? These things were easy for Commander Kennedy Shepard.

Asking out the hot marine who cleaned rifles in the cargo bay? Now that was scary."
Mass Effect,http://archiveofourown.org/works/3237821,If : The Harsh Light of Day,"Commander Kennedy Shepard comes back from the dead and decides to help Cerberus defeat the Collectors as a side line while she's trying to find and reconnect with Ashley.

It doesn't go well. Then it goes worse."
Mass Effect,http://archiveofourown.org/works/3764728,If : The Perfect Cup of Tea,"Liara thought she would never really get over Kennedy Shepard. Even though she had become a dear friend, Liara still harbored feelings. The return Ashley Williams and the renewal of her relationship with Shepard just made it harder.

When she starts taking note of the new communications specialist, however, things start looking up for a lonely Shadow Broker."
Mass Effect,http://archiveofourown.org/works/3322220,If : The Price of Disloyalty,"Miranda has gone too far, and Jack shows up to punish her for it. The result was not altogether unexpected for either of them."
Mass Effect,https://www.fanfiction.net/s/9940178/1/,III: Requiem,"The collector threat is done; and the Normandy crew survived. The Shadow Broker has eyes watching a friend of Shepard's. Loyalties will be questioned, lives put on the line. And Peta will stop at nothing to get the girl of his dreams. In this, the crew is never safe. And in the end, Marcus Shepard will have to make a decision that could cripple his resolve forever."
Mass Effect,http://archiveofourown.org/works/425330,Impatience,"Shepard's been trying for weeks now to get Ash to notice her feelings. All attempts at subtlety having failed, she decides to go for the more direct route of shower seduction instead. It works."
Mass Effect,https://www.fanfiction.net/s/10493410/1/,Imperfection,"Mistake. The word made her feel dehumanized, like her entire worth amounted into nothing more than an error in her father's calculations. Why then, did she choose to throw that word in the convict's face, knowing full well the repercussions of being made to believe that you were somehow created wrong?"
Mass Effect,http://games.adult-fanfiction.org/story.php?no=600085695,In Shepard's Service/Servicing Shepard,now how's that for a slice of fried gold?
Mass Effect,https://www.fanfiction.net/s/8657184/1/,Ink,"The war is over, and two old lovers reunite..."
Mass Effect,http://games.adult-fanfiction.org/story.php?no=600089054,Insatiable,"Shepard, Jack, and Miranda enter into a committed polyamorous relationship with each other post-Destroy ending."
Mass Effect,https://www.fanfiction.net/s/10552538/1/,Insomnia,Shepard can't sleep. Liara can't sleep. EDI doesn't need to
Mass Effect,http://masseffectkink.livejournal.com/5736.html?thread=25488744#t25488744,It's Not My Fault!,"Liara, James and Ashley discover a prothean artifact who de-age them."
Mass Effect,http://masseffectkink.livejournal.com/3083.html?thread=6510603#t6510603,Joy Bits,Kelly Chambers has strange dreams.
Mass Effect,https://www.fanfiction.net/s/9285776/1/,Karli,"It's been 12 months, can peace last? Karli Shepard reflects on past events, and plans for a future together with Liara T'Soni. But why can she no longer function on the battlefield? And what does she plan to do about the Leviathans? What the heck do toasters have to do with anything?"
Mass Effect,https://www.fanfiction.net/s/9437564/1/,Karma : Take me away,Based loosley off of my first playthrough of ME3 one scene in particular and will show my character Kerry Shepard and the aftermath of the Reaper war. Will be my own version of what happend in the games and will feature a Liara x femshep romance. Some original characters will make an appearance as well as new characters.
Mass Effect,https://www.fanfiction.net/s/10279674/1/,Karma : Take me home,"Liara T'Soni and Kerry Shepard, the main focus of the story are beginning their lives together that they fought so hard for as the galaxy around them rebuilds. Watch through the eyes of the Normandy crew members as they see for the first time their home worlds and the destruction left in the Reapers wake."
Mass Effect,http://masseffectkink.livejournal.com/7415.html?thread=34653943#t34653943,Kelly's Last Nerve,"Kelly's put up with all the jokes of her promiscuity - she loves all and she admits it. But when the rumor of the varren scale itch starts making the rounds, she snaps and gets back at the crew."
Mass Effect,https://www.fanfiction.net/s/10189603/1/,Learning Curves,"It's the night before Ilos and Liara has come to Shepard's cabin. Shepard, however has a confession to make: she might not be as experienced as everyone thinks she is."
Mass Effect,http://masseffectkink.livejournal.com/2790.html?thread=37552358#t37552358,Letting Go,Miranda let go just before the Omega 4 Relay
Mass Effect,https://www.fanfiction.net/s/9324111/1/,Leviathan: Oracle,"The Intelligence is a mistake that must be corrected. Millions of years after its creation, a pureblood asari may hold the key to its defeat, but vital knowledge is missing. With the help of her father, new friends, and an intriguing human, she will find it and discover not only what she must do, but who she is. Set during the events of ME1 but does NOT follow ME storyline."
Mass Effect,http://masseffectkink.livejournal.com/8276.html?thread=40878420#t40878420,Liara punishes Traynor for trying to steal Shepard,"Liara is at her wits end with all the crew members trying to take Shepard from her. When Traynor makes her move on the Commander, Liara decides she needs to put her foot down. So she calls Sam to her office and gives her a very sexy lesson in why you leave the SB's girlfriend alone."
Mass Effect,https://www.fanfiction.net/s/9565802/1/,Liara Was Here,"Liara, Aria, Tevos and the task of staking a claim."
Mass Effect,http://archiveofourown.org/works/455636,Little Things in the Morning Light,"After the war, Samara and Shepard settle down with lots of cats on the Citadel and spend their nights solving crime."
Mass Effect,https://www.fanfiction.net/s/9351412/1/,Long Way Home : Home Life,"A series of vignettes from the post-war life of Melanie Shepard and Liara. Serves as a sequel of sorts to Long Way Home, although you don't have to have read it to understand what's going on. Generally light-hearted, although with some variation in tone."
Mass Effect,https://www.fanfiction.net/s/9727357/1/,Loose Ends,Shepard's daughter reminds her that she forget to take care of a few things.
Mass Effect,https://www.fanfiction.net/s/9936533/1/,Love and Lust on the Normandy,A collection of smutty one-shots with lesbian pairings set on the Normandy.
Mass Effect,http://games.adult-fanfiction.org/story.php?no=600086949&chapter=1,Making A Mistake,A chance discovery leads to radical changes for Miranda
Mass Effect,https://www.fanfiction.net/s/9171006/1/,Mass Effect 3 : Paladins of Typhon,"New trouble looms for our heroes in the wake of ME3 (modified Destroy Ending, Synthetics Alive). Fallout from the Reaper War lingers on. A silent civil war brews amidst the rise of Dark Energy. The asari and batarian systems are in disarray, and forces vie against the reconstruction of the Galaxy. This is a story of espionage and battle that will span the entire universe!"
Mass Effect,https://www.fanfiction.net/s/8169601/1/,Mass Effect 3 Epilog: Coda,"What happened after the 'red ending? This is my epilog to ""Mass Effect 3"" I started before the Extended Cut...when we had to live with an incomplete 'ending' with huge logic holes. This is my attempt to complete ""Mass Effect"" in both a logical and more importantly statisfying fashion! The main character is Mary Shepard, who took the Paragon path"
Mass Effect,https://www.fanfiction.net/s/6270513/1/,Mass Effect 3: The Wanderer,Enter the Wanderer: A being who originates from before the Protheans. Journey through three cycles of life and death in the fight against the Reapers.
Mass Effect,https://www.fanfiction.net/s/8161092/1/,Mass Effect and the Two Spectres,"Jane Shepard and Charles Alonso have known each other since they were teenagers. After traveling from one ship to another, they have found themselves protecting one another. They both enlisted in the alliance special forces and managed to save Elysium. Now they embark on a new quest to save the entire galaxy, making new friends along the way."
Mass Effect,https://www.fanfiction.net/s/8595199/1/,Mass Effect and the Two Spectres,"Charles Alonso is revived and put back into action to help save the galaxy from a new threat but this time, he's forced to ally himself with the enemy known as Cerberus and reunite and work with an old flame."
Mass Effect,https://www.fanfiction.net/s/9892740/1/,Mass Effect: A Measure of Salvation,"With the Reapers closing in, Miranda Lawson understands well the magnitude of the threat. But as she breaks free from Cerberus and navigates the perils of a fracturing Systems Alliance, can she reconcile the operative she once was with the woman who has fallen for Commander Shepard?"
Mass Effect,https://www.fanfiction.net/s/8437979/1/,Mass Effect: Meus Mundus,"Commander Jessica Shepard- N7 Combat Engineer, Hero of the Blitz, Butcher of Torfan, Sole Survivor of Akuze- thought she had seen it all. That she'd lost everything that she could, that nothing could surprise her. But, when she goes into an alley on the wards in the Citadel to save a quarian, there's another there that proves her wrong."
Mass Effect,https://www.fanfiction.net/s/8345805/1/,Mass Effect: The Loading Times,"These are the stories that occur in between missions on the Normandy. While the players are watching a ship travel at FTL speeds, the people inside are still going about their day. These moments are what I call ""The Loading Times."""
Mass Effect,http://archiveofourown.org/works/932371,Massage,Ashley visits Shepard after the end of the Reaper war after staying away for too long. She offers comfort and a massage and Shepard gets more than she expected.
Mass Effect,https://www.fanfiction.net/s/9581705/1/,ME3: Blue Grit,Liara's experiences while Shepard is making the final run and after.
Mass Effect,https://www.fanfiction.net/s/9693644/1/,ME3: Blue Grit : Once in a Blue Moon,Miranda Lawson is puzzled by her attraction to the Commander of the Nefrane. Will her feelings get the best of her – finally?
Mass Effect,https://www.fanfiction.net/s/8997132/1/,Meet in the Middle,A collection of ficlets focusing on Femshep/Liara and their misadventures as they try to figure out the mechanics of raising a child while keeping their sanity.
Mass Effect,https://www.fanfiction.net/s/9022796/1/,Meet in the Middle- Deleted Scenes,For those moments from MitM that required a higher rating.
Mass Effect,https://www.fanfiction.net/s/9582113/1/,Memoirs: The Reaper War,"Finally the Shadow Broker and the galaxy's champion have found their way back together. Now they face the greatest challenge in history: the return of the Reapers. To defeat this foe, Liara and Shepard will have to work miracles . . . but in the end, they may find the cost too great to bear."
Mass Effect,https://www.fanfiction.net/s/9519257/1/,Miranda and Jack's First Date,After the war Miranda and Jack find themselves in the uncomfortable situation of working together. In an attempt to put their past differences behind them the two rivals agree to go out for drinks. But Jack may discover that she doesn't hate Miranda as much as she thought.
Mass Effect,https://www.fanfiction.net/s/9735606/1/,Miranda and Jack's First Date : Miranda and Jack's First Christmas,Jack and Miranda's secret relationship has progressed after the two women became lovers just one month prior. Now it's Christmas time and Jack and Miranda have decided to spend the holiday together. But things may change for Jack when she opens Miranda's present and the biotic is confronted with the answer to a question long forgotten.
Mass Effect,https://www.fanfiction.net/s/10465330/1/,Miranda's Obsession,Miranda has developed an obsession for the man she spent two years bringing back to life.
Mass Effect,https://www.fanfiction.net/s/8647259/1/,Miranda's wish,"18 , Miranda and my femshep"
Mass Effect,http://masseffectkink.livejournal.com/7799.html?thread=38746487#t38746487,Miranda/Traynor,"At the citadel party, Miranda catches Traynor's eye. Cue Traynor being shy but really trying to flirt and Miranda being endlessly amused. With Oriana's situation taken care of, Miranda actually entertains the idea of flirting back, finding her charming."
Mass Effect,http://masseffectkink.livejournal.com/7799.html?thread=38784631#t38784631,Miranda/Traynor or Miranda/Kelly or Miranda/other?,"Miranda uses her secretary to blow off some steam. Can be set either during her time as a Cerberus higher-up or post ME3. Would prefer her with Traynor, but with someone else is fine."
Mass Effect,https://www.fanfiction.net/s/9031636/1/,Missing In Action,Communication with Shepard is lost during a high risk mission. How will Liara handle it?
Mass Effect,http://archiveofourown.org/works/3729955/chapters/8265889,Moments In Time,The continuing adventures of Lycoris Tevos and the T'Soni-Shepard girls as they grow up and figure out their place in the galaxy.
Mass Effect,https://www.fanfiction.net/s/8070476/1/,Moments of Rest,A relatively small rewrite of the Mass Effect 3 ending as well as a full length epilogue to tie everything up.
Mass Effect,https://www.fanfiction.net/s/9658857/1/,Morning Mischief,Shepard is witty but Liara might be wittier. Post-war humor and naughtiness as the bondmates share morning cravings and shenanigans.
Mass Effect,http://archiveofourown.org/works/2892128,Music and Mayhem : A Very Merry Christmas Indeed,"Ashley and Samantha enjoy a smutty Christmas Eve. From the ""Check and Mate"" and ""That Which Matters Most"" universe, occurring between the two fics."
Mass Effect,http://archiveofourown.org/works/1801198,Music and Mayhem : Check... and Mate,Samantha Traynor and Ashley Williams meet on Horizon.
Mass Effect,http://archiveofourown.org/works/2606564,Music and Mayhem : Innocence Asunder,A closer look into Liara T'Soni from my fic That Which Matters Most.
Mass Effect,http://archiveofourown.org/works/2482328,Music and Mayhem : Moving On,"Rebuffed by Liara, Shepard tries to drown her woes in whiskey and girls."
Mass Effect,http://archiveofourown.org/works/3509852,Music and Mayhem : Sharing,Miriam Shepard has a talk with Kelly... and then with Liara.
Mass Effect,http://archiveofourown.org/works/2409581,Music and Mayhem : That Which Matters Most,"A continuation of ""Check... and Mate,"" this story takes Samantha and Ashley through the events of Mass Effect 3. Title thanks to Raven Sinead. TEMPORARILY ON HIATUS while I focus on some other things."
Mass Effect,http://masseffectkink.livejournal.com/6870.html?thread=30931670&#t30931670,"Naught is Perfect, an Extranet Advice Column","Relationship problems? Lovesick? Have an unrequited love or marital issues? Write in to our fabulous column and have the wonderful Ms. Perfect and Ms. Naught respond with only the most helpful and insightful advice, provided by their own experience! Posting is open to all Fornax and Kink Meme members and their affiliated sites."
Mass Effect,https://www.fanfiction.net/s/9211342/1/,Nearing The End,Commander Shepard is nearing the end of the Reaper war. Can he succeed where no organic has before? Can Miranda Lawson hold him together until the end? Novelisation of the end of ME3 starting from Sanctuary.
Mass Effect,http://masseffectkink.livejournal.com/8276.html?thread=40830548#t40830548,Need to Know,"After Shepard surrenders to the Alliance, Ashley Williams is still looking for answers. She gets them from an unlikely source and along the way, gets more than she bargained for."
Mass Effect,https://www.fanfiction.net/s/10368766/1/,Needing to be hers,"Tevos has been tutoring Aria for a year, now just a week from graduation she is desperate to give the other asari a memory to cherish."
Mass Effect,https://www.fanfiction.net/s/8572143/1/,New Beginnings,"My new post ME3 arc. A story about the relationship between Commander Leia Shepard and Dr. Liara T'Soni after defeating the Reapers. The galaxy has a new beginning, Shepard included. What does fate have in store for the galaxy's biggest heroes?"
Mass Effect,https://www.fanfiction.net/s/9565273/1/,"No Impact, No Idea",It's no good being able to drill someone from a hundred metres if you can't pull the damn trigger. A certain ex-Cerberus Operative is playing games with Ashley Williams and it's the one battle the marine isn't equipped to fight. An expansion of the Miranda/Ashley romance in Catalyst of Fate.
Mass Effect,https://www.fanfiction.net/s/10080279/1/,Non-Elective Surgery,"When Cerberus brought Shepard back from the dead, they also made some unwanted alterations. Now, Liara must help her lover come to terms with what's happened to her in her own special way."
Mass Effect,https://www.fanfiction.net/s/10161094/1/,Non-Elective Surgery : Outpatient Care,"When Cerberus brought Shepard back from the dead, they also made some unwanted alterations. Now, Liara must help her lover come to terms with what's happened to her in her own special way."
Mass Effect,https://www.fanfiction.net/s/10270031/1/,Non-Elective Surgery : Terminal Diagnosis,"In the closing stages of the Reaper War, Shepard must discover the true motivations behind the Illusive Man's modifications to her body and thwart his plans for her one last time. Meanwhile, Ashley Williams tries to sort out her feelings for Traynor."
Mass Effect,https://www.fanfiction.net/s/10482967/1/,Nothing But Tension,"Shepard's throwing a party on the Citadel, and when Miranda decides to attend she can't help but wonder where she and Jack stand after their night together on the Normandy while fighting the collectors. Jack's feelings however, are as guarded as ever, and Miranda is getting frustrated to the point she starts using some rather out of the box methods to find out just what Jack wants."
Mass Effect,https://www.fanfiction.net/s/9812097/1/,Now : For Now And Always,"When Liara T'Soni is rescued by a dashing human stranger, she has no idea that she is about to leave her old life as a broke, unappreciated archaeologist behind and join a race to save the Galaxy from the greatest threat it has ever known... and perhaps fall in love along the way."
Mass Effect,https://www.fanfiction.net/s/10544159/1/,Now : Now And Again,"Liara has spent the last two years waiting for Shepard to return, but now that her lover is truly back from the dead, she finds that the reality of their situation is not nearly as simple as she hoped. She must learn to accept her old pain and find a new way forward as the galaxy threatens to collapse around her."
Mass Effect,https://www.fanfiction.net/s/9438627/1/,"Oh Mother, Where Art Thou?","A response to the following request on the Mass Effect Kink Meme: Liara/Benezia. You read that right. maybe with Fem!Shep also being involved. Warning: Explicit sex between three women, two of which are mother and daughter."
Mass Effect,http://games.adult-fanfiction.org/story.php?no=600085185,One Wild Night,Liara just wanted to get warm!
Mass Effect,https://www.fanfiction.net/s/10101584/1/,Open Invitation,"When Shepard and Liara decide they'd like a little variety in their relationship, Samantha Traynor is only too happy to help them out."
Mass Effect,https://www.fanfiction.net/s/8418164/1/,Paperwork,"Commander Shepard is overloaded with paperwork, and a poor Asari feels neglected. Just what will Liara do to get her bondmate's attention? Set in Mass Effect 3."
Mass Effect,https://www.fanfiction.net/s/7778308/1/,Patchwork Girl,"When Commander Shepard requires a tattoo artist, Jack finds herself stitching together the woman's enigmatic nature and mysterious history. Three Headed Dog (Part 3 of 3) : Atropos, The Illusive Man's story. A Jane 'Foucault' Shepard tale."
Mass Effect,http://archiveofourown.org/works/667355/chapters/1218870,Permission to Ogle,"EDI, with Liara and Shepard's permission, gives Samantha a few things to help her relax. Only they do the complete opposite."
Mass Effect,https://www.fanfiction.net/s/10047322/1/,Piano e Forte,"After an overly eventful start to their shore leave, Liara and Shepard finally find the time for a quiet evening in."
Mass Effect,https://www.fanfiction.net/s/8158925/1/,Pieces Old And New,The Reapers are gone but their legacy remained.
Mass Effect,http://games.adult-fanfiction.org/story.php?no=600085261,Plot Enforced Nudity,One Jack. One Miranda. 24 hour lockdown. No clothes.
Mass Effect,http://games.adult-fanfiction.org/story.php?no=600088101,Polite Conversation,"Post ME3, Miranda Shepard decides her husband needs cheering up, and turns to Ashley."
Mass Effect,http://games.adult-fanfiction.org/story.php?no=600088586,Polite Conversation : A House of Three,"After the Reaper War, Shepard, Miranda, and Ashley help each other recover."
Mass Effect,http://masseffectkink.livejournal.com/6870.html?thread=31071958#t31071958,Possession,Liara is kidnapped by slavers. Shepard buys her.
Mass Effect,https://www.fanfiction.net/s/9451441/1/,Postcards from the Abyss,"Shepard was a Cerberus Experiment from birth. Found and raised by an Asari. His Stepfather was a Krogan. Due to what Cerberus did to him, both before and after birth; he has a split personality. A different perspective on how he became the man he was. Loosely follows the main storyline. Some original characters."
Mass Effect,http://games.adult-fanfiction.org/story.php?no=600086953,Praise Jack,An ancient Prothean artifact puts the universe in the hands of Jack.
Mass Effect,https://www.fanfiction.net/s/10803623/1/,Priority,Current psych profile suggests that holding students hostage likely to be most successful tactic.
Mass Effect,https://www.fanfiction.net/s/10106273/1/,"Promises Made, Promises Kept","A post-ME3 story. A post-destroy ending. Drama and fluff. Laughter and tears. And, in the end, a simple, and hopefully heart-warming story, of a love between two people. Slightly rose-tinted view of a post-war galaxy. Happily Ever After?"
Mass Effect,http://archiveofourown.org/works/3589563,"Pucker Up, Cheerleader","Miranda and Jack have found a way to channel their frustrations toward each other in a constructive way, even if they're not too keen on the exact solution."
Mass Effect,https://www.fanfiction.net/s/10307275/1/,Quick Shots - Chronicles of Samantha Shepard,Samantha Shepard prequel stories and other miscellaneous pieces with additional details not included in the main storylines of First Life and Only Hope Remains. You never know what you might see here...
Mass Effect,https://www.fanfiction.net/s/5806999/1/,Raising the Bar,"Commander Shepard takes the crew for some fun on Omega, Miranda gets tipsy, and Jack picks up an interesting surprise from the markets..."
Mass Effect,http://archiveofourown.org/works/469221/chapters/811126,Recollections,"Preparing to play Shepard in a war docudrama, an actress shadows Shepard as she interacts with her friends and family."
Mass Effect,https://www.fanfiction.net/s/7976767/1/,Regarding The Dress,"Every woman needs a little black dress, but Shepard's crew holds an intervention when they notice her favorite outfit is showing too much skin. Meanwhile, Aria and Anderson are also interested in the dress... for different reasons."
Mass Effect,http://masseffectkink.livejournal.com/6609.html?thread=29813201#t29813201,Regulations,Jack and Miranda re-enact what they think happened on the SR-1
Mass Effect,http://masskink.livejournal.com/346.html?thread=907610#t907610,Renegade domsex,"Shepard has dreams, dreams of Liara flirting with her."
Mass Effect,http://games.adult-fanfiction.org/story.php?no=600087524,Reunited,"This series revolves around Commander Megan Shepard, her long-lost lover and XO Miranda Lawson, her crew and their lives."
Mass Effect,http://games.adult-fanfiction.org/story.php?no=600085630,Revenge is Sweet but I'm Sweeter,FemShep hacks Tali's Neural Stimulator
Mass Effect,https://www.fanfiction.net/s/8093841/1/,Rhapsody : Rhapsody in Blue,"A tale of romance between Commander Morgan Shepard and Dr. Liara T'Soni, from the mines of Therum to the streets of London, and beyond. As of Chapter 122, the Reapers have been defeated and this story has moved into post-war territory."
Mass Effect,https://www.fanfiction.net/s/10001164/1/,Rhapsody : Rhapsody of Passion,"This story is a companion to piece to my main story, Thessian Rhapsody. It will feature some scenes, mostly with rather explicit sexual content, that didn't quite fit into the main story. Pairings are Liara/Shepard and Aria/Tevos, but on some occasions their boundaries may... become blurred."
Mass Effect,https://www.fanfiction.net/s/9310926/1/,Rhapsody : Thessian Rhapsody,"The Reapers and the Cerberus have been defeated, and the Galaxy is left to rebuild. But peace does not simply... happen. It still needs to be nurtured and fought for. Join Spectre Morgan Shepard, Liara T'Soni and their daughter in their post-war adventures, also featuring familiar faces like Aethyta, Aria, Tevos, Garrus, Tali, Miranda, Kasumi and many others."
Mass Effect,https://www.fanfiction.net/s/8369642/1/,Rose Vines,"Falere has been left to watch over the monastery while the reaper war rages on. When asari commando Erenya Kurin crash lands on her planet, is she saved by Falere, or lured into an even worse danger?"
Mass Effect,https://www.fanfiction.net/s/8533218/1/,Second Life,"This story starts from right after the Normandy SR1's destruction and covers the two years while Shepard's gone, her resurrection and ME 2 timeline. It features mainly Aethyta, Liara, some of the SR1 crew and many OCs until Shepard's resurrection. It'll include all ME 2 game characters as well. FemShep and Liara pairing."
Mass Effect,https://www.fanfiction.net/s/8306118/1/,Shadows on a Wall,"Aria T'Loak and Councilor Tevos had a shared past. With current events on the Citadel, they find their lives overlapping once more. The following is a collection of related short stories about the mentioned characters."
Mass Effect,https://www.fanfiction.net/s/10206935/1/,She is asari,Asari head-tentacles can be a handful to deal with at night
Mass Effect,https://www.fanfiction.net/s/10155366/1/,Shepard's Cunning Plan,"Shepard dealt with her clone, but the event still lingered in her mind. After watching one ancient sci-fi movie one too many times, she suddenly comes up with a cunning plan... But what does this plan include? And how will it affect the final battle?"
Mass Effect,http://masseffectkink.livejournal.com/8276.html?thread=40004948#t40004948,Shepard's New Toy,"been missing some good ole prothean tech based hijinks. Femshep does an experiment of sorts seeing how her crew reacts to adversity. She sends them out for a training exercise on the Citadel, following them under her cloak."
Mass Effect,https://www.fanfiction.net/s/5947048/1/,Six Degrees of Seperation : Tangled,"After stopping Sovereign, Shepard's life becomes a lot more complicated than she ever thought."
Mass Effect,https://www.fanfiction.net/s/9406385/1/,Six Degrees of Seperation : Unraveled,Shepard is dead. What will happen with her beloved crew and those she loved? This is the story of their struggle to move forward. Takes place after Shepard's death at the beginning of ME2 and before her resurrection.
Mass Effect,https://www.fanfiction.net/s/10242130/1/,Something in the Air,Ashley never imagined herself being romantically interested in other women or aliens. But there's just something about the Consort that she can't seem to get out of her head.
Mass Effect,https://www.fanfiction.net/s/10338642/1/,Something in the Air : A Chance Encounter ?,It's been nearly three years since Ashley Williams last saw the Consort. An encounter at a fundraiser rekindles old feelings but is their meeting a coincidence or something more?
Mass Effect,https://www.fanfiction.net/s/10472931/1/,Something in the Air : Search and Rescue,"It began as an unlikely fling, but somewhere along the way, her relationship with Sha'ira turned into something more. Now, as the Reaper War ends, Ashely must try to save the woman she loves from a terrible fate."
Mass Effect,https://www.fanfiction.net/s/7930270/1/,Special Delivery,"The Normandy receives a very special delivery, but more than one person thinks the package is for them. Jack/Miranda, Liara/FemShep, Tali/? Warning for total insanity/crackfic and the mention of sex toys"
Mass Effect,https://www.fanfiction.net/s/9020573/1/,Stress Relief,Commander Shepard wakes from a dream about a specific asari scientist and seeks Liara's comfort.
Mass Effect,http://masseffectkink.livejournal.com/8276.html?thread=40120660#t40120660,Strode Most High,They asked for Matriarch Aethyta telling Liara a story about being seduced by a sexy hanar. Yep.
Mass Effect,http://games.adult-fanfiction.org/story.php?no=600085421,Surprises,A hot shower leads to some unforseen ends...
Mass Effect,http://masseffectkink.livejournal.com/7674.html?thread=37582074#t37582074,Surrender,"Femshep discovers that she can get Liara pregnant with a human/asari hybrid child by coming inside her. Femshep is really really into the idea and immediately starts trying to get Liara pregnant, trying every position possible and never being gentle"
Mass Effect,http://archiveofourown.org/works/3814144,Sweet Dreams,"In which Liara T'Soni has a very interesting dream, and Commander Shepard wakes up with a very uncomfortable problem."
Mass Effect,https://www.fanfiction.net/s/9843531/1/,Tales from the Normandy,A collection of short character interactions all set within my universe with an emphasis on Jack/Miranda and FemShep/Liara.
Mass Effect,https://www.fanfiction.net/s/9297520/1/,Tension Release,Liara decides to turn the tables on Shepard in their usual dynamics. The Commander cannot decide what she thinks of Liara's new teasing nature
Mass Effect,http://masseffectkink.livejournal.com/7799.html?thread=38468727#t38468727,Thank You Spectre Williams,"After the Cerberus coup, Councillor Tevos is really impressed with Ashley's dedication in protecting the Council, given that she was willing to take on her old commander and all. So she goes to express her gratitude, shall we say."
Mass Effect,http://archiveofourown.org/works/2826986,That looks on tempests and is never shaken,"Shepard's been in love for a long time, but for so many reasons--duty, propriety, ethics--there's nothing to be done about it.

Until there is."
Mass Effect,https://www.fanfiction.net/s/8467473/1/,That Which Was Lost,"Benezia T'Soni survived the events of Noveria, but spent the entire war in stasis. Revived in the wake of the Reaper's defeat, she now has to adapt to a galaxy where her homeworld is in ruins, her former bondmate is her unhappy minder and her daughter is an angry stranger."
Mass Effect,https://www.fanfiction.net/s/9098667/1/,The Beginning Of After,Liara and Shepard make good use of the grand piano in their new apartment. Spoilers for the Citadel DLC.
Mass Effect,https://www.fanfiction.net/s/11023351/1/,The Benefits of Floating,"Shepard invited Liara to visit the Normandy after their defeat of the Shadow Broker. A tour of the ship, quiet romantic dinner go without a hitch, but Normandy's artificial gravity generators malfunction. Shepard and Liara end up trapped in the captain's cabin in zero gravity. What is there to do?"
Mass Effect,http://archiveofourown.org/works/416737,The Best Entertainment,"When Aria T'Loak finds out that Liara has the asari councilor's office bugged, she decides to kill two birds with one stone by seducing Councilor Tevos in her office and embarrassing her 'rival'."
Mass Effect,http://archiveofourown.org/works/875187,The Best Entertainment : A Friendly Wager,"A scene that didn't fit in Conflict of Interest, written with Sy Itha's desperately needed assistance. Tevos has some doubts about one of Aria's requests, but a bet coaxes her into following through, with surprising and mutually pleasurable results."
Mass Effect,http://archiveofourown.org/works/868475/chapters/1667042,The Best Entertainment : A Repeat Performance,"This is for the Author Anon who prompted a foursome on the kink meme, and to Frakking Toaster for coaxing me to post it here despite my reservations."
Mass Effect,http://archiveofourown.org/series/25567,The Best Entertainment : A Study In Blue,"Neota, Tevos's loyal but overworked assistant, is under even more stress than usual. She keeps seeing more of her boss, Aria, and their friends than she ever imagined, she wants to quit her ""side-job"" as a Shadow Broker agent, and she hasn't had the courage to call Amara since their one night stand. But when fate intervenes, her already-crazy life gets even crazier..."
Mass Effect,http://archiveofourown.org/works/3161660,The Best Entertainment : Afterparty To Follow,"When Aria grows bored with her hosting duties during a Janiris party, she decides to drag Tevos away for a more traditional celebration"
Mass Effect,http://archiveofourown.org/works/576407,The Best Entertainment : Again,After reclaiming Omega (and her infamous couch) Aria invites Tevos over to experience both. But her unresolved feelings surrounding the recent battle - and Tevos - make celebrating her victory difficult.
Mass Effect,http://archiveofourown.org/works/3103496,The Best Entertainment : An Exercise In Trust,"Tevos recruits Shepard to help her meet one of Aria's needs, and ends up enjoying it more than she expected."
Mass Effect,http://archiveofourown.org/works/3814177,The Best Entertainment : Better Said Without Words,"While Aria is away from the Citadel, Tevos takes the opportunity to ease her loneliness by getting to know Liara a little better."
Mass Effect,http://archiveofourown.org/works/3513524,The Best Entertainment : Bragging Rights,"Jack, Aria, and Shepard hang out at Afterlife to avoid Miranda, Tevos, and Liara's boring book club meeting, and end up competing for the right to defile Aria's infamous couch"
Mass Effect,http://archiveofourown.org/works/504163,The Best Entertainment : Branded,"Aria and Tevos invite Liara and Shepard over shortly after their honeymoon to see Tevos's new tattoo, and maybe a bit more."
