Fandom,Link,Title,Description
Mass Effect,http://archiveofourown.org/works/868396/chapters/1666878,The Best Entertainment : Conflict Of Interest,"Councilor Tevos's secret marriage to Aria T'Loak becomes public, and she heads for Thessia to deal with the fallout while trying to avoid the press and her mother. But when an old enemy resurfaces and Tevos is kidnapped, Aria is forced to go after her new bondmate with the help of Shepard, Liara, and several members of the Normandy's former crew."
Mass Effect,http://archiveofourown.org/works/2608598/chapters/5812679,The Best Entertainment : Fortune's Fools,"When Lycoris Tevos enters into a friends-with-benefits arrangement with Athena T'Soni, she is confident that she can fake her way through her inexperience and preserve their close relationship. But all bets are off once her crush starts growing into something more..."
Mass Effect,http://archiveofourown.org/works/466181/chapters/805159,The Best Entertainment : Match Made In Purgatory,"""Aria finds herself in the uncomfortable situation of being in love."" Aria T'Loak pretends that she isn't falling for Tevos because of their friends-with-benefits arrangement, but is forced to confront the problem when Tevos brings someone else as her date to Shepard and Liara's wedding."
Mass Effect,http://archiveofourown.org/works/576402,The Best Entertainment : Starcrossed Lovers,"Shepard and Liara's eldest is caught in a compromising position with Aria and Tevos's daughter. Shepard is horrified, Aria finds the entire situation hilarious, Tevos is concerned about some questionable extranet purchases, and everyone needs a drink. Or several."
Mass Effect,http://archiveofourown.org/works/3525947,The Best Entertainment : The Announcement,"Tevos decides to tell her friends, familymembers, and colleagues about her pregnancy, and everyone has something to say about it."
Mass Effect,http://archiveofourown.org/works/919265/chapters/1784854,The Best Entertainment : The Best Laid Plans,"A year after her abduction and subsequent rescue, Tevos's life has settled into something resembling normalcy - or as normal as it can get with the Queen of Omega as her bondmate. However, with Liara about to give birth to her first daughter, Tevos finds herself reevaluating her choices while Aria tries to suppress the grief she thought she had already buried."
Mass Effect,http://archiveofourown.org/works/905435,The Best Entertainment : The Curious Incident of the Missing Report,"A Day In The Life of Neota. As promised, a look into the busy day of Tevos's ever-faithful, overworked assistant. Occurs after Conflict of Interest."
Mass Effect,http://archiveofourown.org/works/1166796/chapters/2372999,The Best Entertainment : The Only Thing,"Thessia has fallen to the Reapers, and Tevos is left to deal with the ashes that remain. With the end rapidly approaching, she finds comfort from an unexpected source and questions how love can grow when the rest of the galaxy is dying."
Mass Effect,http://archiveofourown.org/works/2543195,The Best Entertainment : Urgent Business,"When it comes to Aria's attention that she's been neglecting some of Tevos's needs, she hurries to rectify the situation - or tries to, at any rate. With a young daughter, meddling friends, and other nuisances to worry about, taking care of her bondmate is easier said than done."
Mass Effect,http://masseffectkink.livejournal.com/3083.html?thread=6407947#t6407947,The Best Laid Plans,Shepard gains mind control powers via the Cipher from ME1
Mass Effect,http://masskink.livejournal.com/769.html?thread=2126337#t2126337,The Broker's Prisoner,The Shadow Broker has captured Shepard. What will result of the encounter ?
Mass Effect,https://www.fanfiction.net/s/9555742/1/,The Darkness Has Been Breached,"The road to hell is paved with good intentions. Commander Shepard stopped at nothing to fight the Reapers. But with the Reapers now gone, what new threats might emerge in their absence?"
Mass Effect,http://masseffectkink.livejournal.com/7006.html?thread=32603230#t32603230,The De-Ager,"A Prothean device turns the Commander (and others if preferred, but would rather LI remain unchanged) into a teenager. For some reason they have to wait before they can change him/her back, and during that time the LI notices Shepard is acting...strange. The reason? Shepard is completely crushing on their LI, even when younger."
Mass Effect,https://www.fanfiction.net/s/9913383/1/,The Girl Crush,"Miranda Lawson is perfect: smart, attractive, strong and driven. But what happens when she finds a person that is her equal in every way - and it's a woman?"
Mass Effect,http://archiveofourown.org/works/1296634/chapters/2691106,The Hero's Spoils of War,"Shepard, Samara and Liara have fun at an adult-oriented, asari resort with Kelly and a bunch of ""original"" characters borrowed from Dragon Age 2. (This isn't really a crossover, you don't need to know anything about DA2.) Much smut ensues."
Mass Effect,http://games.adult-fanfiction.org/story.php?no=600088775,The High Cost of Perfection,A jealous Liara blackmails Miranda into breaking up with Shepard after the suicide mission. There are consequences.
Mass Effect,https://www.fanfiction.net/s/8974324/1/,The Hunting,Aria T'Loak. The powerful Pirate Queen. When she desires anything she just takes it. But the problem appears when she wants someone who does not give up own freedom easily. But when Aria wants something she needs to get it. That's why the Hunting begins...
Mass Effect,http://masseffectkink.livejournal.com/7415.html?thread=35506423#t35506423,The Impossibility of Being Human,"According to the War Assets page on the Mass Effect Wiki, more than a few asari scientists got assigned to the Crucible. So was a certain autistic genius. Judging by Asperger's and ME2, he's already a bit withdrawn, inattentive, eccentric, and antisocial (and that was before Overlord). And yet one curious asari takes a bigger interest in our second-favourite savant, and the feeling is mutual."
Mass Effect,http://archiveofourown.org/works/949876/chapters/1856560,The Justicar's Dog of War,"Post ending, Shepard wants to be with Samara but her vows won't allow it. So they enter into an unusual relationship that just barely fits into the Justicar Code, with Shepard submitting to Samara in every way. Shepard couldn't be happier; she gets to continue fighting for a just cause while being with with the one person she completely trusts, who also happens to be the sexiest thing in the universe as far as she's concerned. Samara however is wrestling with her feelings and her vows."
Mass Effect,https://www.fanfiction.net/s/9675060/1/,The King in the Terminus,"Years after the Reaper war had ended, a galactic hero grew restless with the so-called ""peace-time"". Unwilling to stand by and watch the Terminus fester with crime and corruption, one human started a campaign of justice in the name of a friend long dead. With each victory, his influence grew as did his fleet. Now, he has Omega in his sights..."
Mass Effect,https://www.fanfiction.net/s/8987218/1/,The List,"In ME3, after the Mars mission, Liara mentioned that she'd like to see the list of reasons why Shepard was happy to see her. See what happens after Shepard finally sends her that list."
Mass Effect,https://www.fanfiction.net/s/9340745/1/,The Long Way Home,"A companion to a play-through of the Mass Effect story featuring a (mostly) Paragon, Earthborn, War Hero Female Shepard. Focuses on her thoughts at key moments in the trilogy and an eventual Liara romance."
Mass Effect,http://archiveofourown.org/works/630685,The Observation Bay,Simple Traynor/Ash
Mass Effect,http://games.adult-fanfiction.org/story.php?no=600088116,The Observation Bay,Samatha find herself on with Ashley.
Mass Effect,https://www.fanfiction.net/s/10694041/1/,The Omega Chronicles,"After graduating from the Alliance's N7 class, Commander Shepard celebrates on Omega with her team mates. In a strange twist of fate, she meets Aria T'Loak and her entire life is changed."
Mass Effect,https://www.fanfiction.net/s/8441700/1/,The One and Only,"Miranda always loved Shepard even when she was meat and tubes, but Miranda thinks she knows Shepard and has got her all figured out, but when she awakens she isn't what she seems and all that research is a waste of time, setting Miranda back to square 1."
Mass Effect,https://www.fanfiction.net/s/9998536/1/,The Price of Guilt,"Riddled with guilt that Shepard chose to save the Council at the cost of so many human lives, Tevos decides to aid the former Spectre in her mission against the Collectors. But she's forced to help her in secret due to Shepard's affiliation with Cerberus, and Tevos soon finds herself in over her head as she makes dangerous and illegal deals to help the Commander."
Mass Effect,https://www.fanfiction.net/s/9267506/1/,The Reclaiming,"It's been four weeks since the disastrous Liara and Shepard reunion on Illium. Shepard comes to realize that she has things she wants to say to the asari, so she confronts Liara in her office. They share a passionate kiss and…"
Mass Effect,https://www.fanfiction.net/s/8658615/1/,The Red Asari,The war is over for Liara and Shepard. They take everything about civilian life in stride but soon the most recent member of the Normandy clan comes barreling into their lives.
Mass Effect,https://www.fanfiction.net/s/9027035/1/,The Red Asari : The Contagion,"Riding along with the Shadow Broker forces, Shepard discovers the new threat to the galaxy, while her youngest daughter tries to find her... Meanwhile, Rose is growing up, only to her mother's dismay."
